user_id,plan_id,purchase_type,purchased_at,amount
u0015647,6-months,trial,2019-06-24 11:11:19.000000,
u0008046,6-months,trial,2019-06-07 03:54:03.000000,
u0017795,6-months,trial,2019-06-18 00:40:54.000000,
u0004742,6-months,trial,2019-06-24 11:13:45.000000,
u0024226,6-months,trial,2019-06-11 02:14:11.000000,
u0013901,6-months,trial,2019-06-14 22:42:43.000000,
u0005480,6-months,trial,2019-06-15 16:28:46.000000,
u0013883,6-months,trial,2019-06-11 13:14:55.000000,
u0019964,6-months,trial,2019-06-16 17:48:06.000000,
u0027810,6-months,trial,2019-06-19 22:59:41.000000,
u0010615,6-months,trial,2019-06-17 09:42:20.000000,
u0025149,6-months,trial,2019-06-11 23:54:46.000000,
u0020049,6-months,trial,2019-06-16 16:44:54.000000,
u0011359,6-months,trial,2019-06-07 02:23:13.000000,
u0025376,6-months,trial,2019-06-20 00:54:18.000000,
u0000648,6-months,trial,2019-06-15 19:50:16.000000,
u0022486,6-months,trial,2019-06-12 15:29:18.000000,
u0011896,6-months,trial,2019-06-20 20:30:48.000000,
u0006368,6-months,trial,2019-06-24 08:07:16.000000,
u0015676,6-months,trial,2019-06-11 09:12:49.000000,
u0015656,6-months,trial,2019-06-07 18:01:39.000000,
u0011799,6-months,trial,2019-06-22 18:14:01.000000,
u0021757,6-months,trial,2019-06-14 21:28:24.000000,
u0010177,6-months,trial,2019-06-13 23:55:55.000000,
u0020657,6-months,trial,2019-06-17 09:08:10.000000,
u0020490,6-months,trial,2019-06-08 19:46:52.000000,
u0023801,6-months,trial,2019-06-16 22:30:52.000000,
u0011118,6-months,trial,2019-06-14 22:00:50.000000,
u0020580,6-months,trial,2019-06-23 14:41:19.000000,
u0005222,6-months,trial,2019-06-22 21:21:00.000000,
u0014235,6-months,trial,2019-06-23 12:04:33.000000,
u0022276,6-months,trial,2019-06-18 19:54:09.000000,
u0027800,1-month,sale,2019-06-19 13:10:06.000000,3.41
u0010459,6-months,sale,2019-06-26 19:45:15.000000,12.84
u0025493,1-month,sale,2019-06-23 20:36:46.000000,4.3
u0023122,6-months,sale,2019-06-19 20:56:23.000000,11.96
u0025404,6-months,sale,2019-07-17 04:11:56.000000,13.01
u0008051,6-months,sale,2019-06-15 05:09:29.000000,14.95
u0007158,6-months,sale,2019-06-18 10:15:26.000000,20.83
u0008046,6-months,sale,2019-06-14 03:54:03.000000,12.95
u0001011,1-month,sale,2019-06-18 03:01:55.000000,4.34
u0026036,6-months,sale,2019-06-27 02:42:28.000000,12.83
u0000577,6-months,sale,2019-06-18 16:43:08.000000,11.56
u0022002,12-months,sale,2019-06-22 08:09:31.000000,23.93
u0006163,6-months,sale,2019-06-28 14:31:45.000000,12.82
u0018284,1-month,sale,2019-06-11 20:11:16.000000,4.01
u0003151,6-months,sale,2019-07-01 10:02:54.000000,12.86
u0022064,1-month,sale,2019-07-19 04:17:50.000000,4.33
u0020154,1-month,sale,2019-06-18 22:40:27.000000,4.34
u0004622,1-month,sale,2019-06-20 21:29:48.000000,4.3
u0015947,6-months,sale,2019-06-15 00:44:46.000000,12.92
u0007176,12-months,sale,2019-06-21 15:22:19.000000,20.4
u0000017,12-months,sale,2019-06-12 10:49:33.000000,20.54
u0008053,12-months,sale,2019-06-10 12:43:02.000000,20.44
u0000598,12-months,sale,2019-06-13 09:59:09.000000,25.86
u0006079,1-month,sale,2019-06-17 01:15:13.000000,4.32
u0000703,6-months,sale,2019-06-25 17:09:27.000000,12.81
u0014557,12-months,sale,2019-06-11 05:12:37.000000,25.79
u0020088,12-months,sale,2019-06-23 13:14:14.000000,25.93
u0007087,1-month,sale,2019-08-14 20:33:43.000000,4.57
u0000273,6-months,sale,2019-06-19 12:46:53.000000,13.02
u0013992,12-months,sale,2019-06-12 01:22:33.000000,25.78
u0022627,6-months,sale,2019-06-18 03:12:55.000000,13.04
u0017532,1-month,sale,2019-08-17 17:39:41.000000,4.08
u0004780,1-month,sale,2019-06-13 23:01:02.000000,4.3
u0028495,6-months,sale,2019-06-23 13:45:51.000000,12.92
u0015595,1-month,sale,2019-06-16 05:03:35.000000,4.3
u0010489,1-month,sale,2019-10-07 21:00:02.000000,4.42
u0017598,12-months,sale,2019-06-24 06:48:12.000000,26.72
u0000666,6-months,sale,2019-06-23 18:38:11.000000,11.6
u0019913,1-month,sale,2019-06-08 20:22:27.000000,4.3
u0005494,1-month,sale,2019-06-17 05:05:18.000000,4.32
u0028217,12-months,sale,2019-06-16 20:11:09.000000,35.79
u0019995,12-months,sale,2019-08-02 16:03:13.000000,23.37
u0016053,12-months,sale,2019-06-07 18:46:35.000000,20.57
u0015702,12-months,sale,2019-06-24 21:47:38.000000,24.32
u0023195,1-month,sale,2019-06-09 12:34:47.000000,4.63
u0000790,6-months,sale,2019-08-20 09:19:35.000000,12.16
u0004294,6-months,sale,2019-06-26 14:22:07.000000,11.53
u0009988,6-months,sale,2019-07-29 06:29:37.000000,21.14
u0004760,12-months,sale,2019-06-11 19:43:28.000000,25.79
u0006197,12-months,sale,2019-08-19 18:33:17.000000,25.47
u0019945,lifetime,sale,2019-11-29 13:05:33.000000,79.82
u0000648,6-months,sale,2019-11-04 21:52:15.000000,12.91
u0013898,6-months,sale,2019-06-21 04:00:12.000000,12.89
u0013834,1-month,sale,2019-07-06 17:05:36.000000,4.33
u0015648,1-month,sale,2019-06-22 05:04:22.000000,4.3
u0011460,6-months,sale,2019-06-26 16:25:16.000000,12.84
u0005519,12-months,sale,2019-08-13 22:04:22.000000,26.01
u0004822,1-month,sale,2019-06-11 17:58:31.000000,3.98
u0028317,1-month,sale,2019-06-12 16:18:41.000000,4.29
u0026099,12-months,sale,2019-06-12 20:06:05.000000,25.78
u0011607,6-months,sale,2019-06-10 07:08:25.000000,20.98
u0017021,1-month,sale,2019-07-04 22:26:51.000000,4.3
u0021959,1-month,sale,2019-07-31 14:54:18.000000,3.31
u0017515,1-month,sale,2019-06-10 09:28:58.000000,4.64
u0000178,6-months,trial,2019-06-07 13:04:57.000000,
u0022679,6-months,trial,2019-06-20 00:24:01.000000,
u0028197,6-months,trial,2019-06-13 02:04:58.000000,
u0005413,6-months,trial,2019-06-24 05:12:20.000000,
u0017554,6-months,trial,2019-06-16 20:26:38.000000,
u0015698,6-months,trial,2019-06-14 22:38:39.000000,
u0020165,6-months,trial,2019-06-16 17:35:07.000000,
u0017693,6-months,trial,2019-06-19 15:01:51.000000,
u0013127,6-months,trial,2019-06-20 20:59:10.000000,
u0016423,6-months,trial,2019-06-18 11:00:17.000000,
u0013311,6-months,trial,2019-06-24 06:27:02.000000,
u0021604,6-months,trial,2019-06-13 15:21:53.000000,
u0020000,6-months,trial,2019-06-22 13:46:12.000000,
u0004294,6-months,trial,2019-06-11 13:38:44.000000,
u0018956,6-months,trial,2019-06-06 14:59:12.000000,
u0022484,6-months,trial,2019-06-11 18:34:53.000000,
u0017754,6-months,trial,2019-06-11 20:38:56.000000,
u0002018,6-months,trial,2019-06-21 02:54:38.000000,
u0007571,6-months,trial,2019-06-15 08:01:55.000000,
u0015971,6-months,trial,2019-06-11 15:03:57.000000,
u0010773,6-months,trial,2019-06-18 20:50:21.000000,
u0023031,6-months,trial,2019-06-14 06:36:52.000000,
u0022896,6-months,trial,2019-06-08 02:00:37.000000,
u0017450,6-months,trial,2019-06-12 12:16:16.000000,
u0014748,6-months,trial,2019-06-15 00:46:47.000000,
u0007768,6-months,trial,2019-06-10 02:22:07.000000,
u0016067,6-months,trial,2019-06-23 20:21:53.000000,
u0022361,6-months,trial,2019-06-13 20:49:27.000000,
u0003808,6-months,trial,2019-06-12 17:57:13.000000,
u0028337,6-months,trial,2019-06-08 17:18:03.000000,
u0016184,6-months,trial,2019-06-06 17:58:21.000000,
u0015342,6-months,trial,2019-06-22 20:53:24.000000,
u0019254,1-month,sale,2019-06-27 19:40:07.000000,4.27
u0019812,12-months,sale,2019-06-07 11:07:55.000000,24.12
u0003982,1-month,sale,2019-06-16 01:21:02.000000,4.3
u0020215,12-months,sale,2019-08-06 20:19:01.000000,26.09
u0010193,1-month,sale,2019-06-23 22:01:04.000000,4.3
u0017220,1-month,sale,2019-06-12 19:50:12.000000,4.01
u0006662,12-months,sale,2019-07-26 00:13:41.000000,26.21
u0023839,12-months,sale,2019-06-23 05:21:07.000000,25.85
u0002172,1-month,sale,2019-06-12 14:06:19.000000,4.29
u0027876,1-month,sale,2019-07-10 10:42:34.000000,4.65
u0009490,6-months,sale,2019-06-22 16:45:12.000000,16.83
u0002714,1-month,sale,2019-06-07 03:19:35.000000,4.53
u0017890,6-months,sale,2019-06-17 22:16:13.000000,11.86
u0002484,1-month,sale,2019-06-21 00:34:22.000000,4.29
u0027844,1-month,sale,2019-06-23 23:03:57.000000,4.3
u0008513,12-months,sale,2019-06-25 00:44:26.000000,25.63
u0020669,1-month,sale,2019-11-30 22:53:05.000000,4.4
u0023708,1-month,sale,2019-06-12 19:36:15.000000,4.29
u0014730,6-months,sale,2019-06-18 21:04:33.000000,13.04
u0012086,6-months,sale,2019-07-08 21:58:32.000000,13.01
u0008174,12-months,sale,2019-07-14 02:50:15.000000,27.26
u0020591,1-month,sale,2019-06-07 14:30:24.000000,4.31
u0023841,1-month,sale,2019-06-23 16:37:06.000000,4.53
u0007663,6-months,sale,2019-07-11 22:42:55.000000,12.93
u0017397,6-months,sale,2019-06-30 01:55:51.000000,12.92
u0002530,12-months,sale,2019-12-02 00:51:53.000000,25.65
u0020670,1-month,sale,2019-06-19 04:23:10.000000,4.33
u0025881,6-months,sale,2019-06-22 18:39:05.000000,12.92
u0005113,6-months,sale,2019-06-24 02:05:54.000000,12.81
u0026918,1-month,sale,2019-10-22 16:42:39.000000,3.53
u0017301,1-month,sale,2019-06-23 21:12:24.000000,3.41
u0011766,12-months,sale,2019-07-21 13:25:57.000000,26.02
u0002149,1-month,sale,2019-06-11 03:12:38.000000,4.29
u0009186,1-month,sale,2019-06-20 07:09:12.000000,4.01
u0019282,6-months,sale,2019-06-18 16:03:33.000000,11.67
u0020327,1-month,sale,2019-06-24 15:50:09.000000,4.26
u0012243,12-months,sale,2019-06-13 20:31:27.000000,20.51
u0005848,1-month,sale,2019-06-15 18:45:42.000000,4.05
u0002764,6-months,sale,2019-06-16 20:25:57.000000,12.92
u0004036,1-month,sale,2019-07-05 00:29:34.000000,4.31
u0017296,1-month,sale,2019-06-22 19:16:57.000000,4.3
u0002071,12-months,sale,2019-06-09 09:42:04.000000,25.85
u0027767,1-month,sale,2019-06-14 09:31:43.000000,4.31
u0027759,6-months,sale,2019-06-18 17:19:16.000000,11.67
u0009453,12-months,sale,2019-06-19 15:41:02.000000,26.05
u0016705,1-month,sale,2019-06-17 22:18:12.000000,4.32
u0014283,12-months,sale,2019-06-21 12:41:51.000000,25.79
u0024492,12-months,sale,2019-06-20 19:02:44.000000,25.82
u0022332,1-month,sale,2019-08-19 19:49:46.000000,3.31
u0011070,1-month,sale,2019-08-13 21:59:09.000000,4.33
u0011063,1-month,sale,2019-06-26 17:34:23.000000,5.47
u0022339,6-months,sale,2019-06-17 13:55:07.000000,12.99
u0015278,1-month,sale,2019-08-05 19:26:10.000000,4.34
u0009191,1-month,sale,2019-06-16 01:00:52.000000,4.3
u0019737,6-months,sale,2019-06-20 19:34:15.000000,12.9
u0011092,1-month,sale,2019-06-10 09:13:35.000000,4.05
u0027355,lifetime,sale,2019-08-02 16:15:42.000000,78.92
u0017412,6-months,sale,2019-06-13 23:37:36.000000,12.92
u0017362,1-month,sale,2019-06-20 01:33:31.000000,4.3
u0005784,6-months,sale,2019-06-30 15:23:59.000000,11.67
u0010210,12-months,sale,2019-06-19 13:08:56.000000,23.93
u0026640,1-month,sale,2019-06-11 17:02:42.000000,4.05
u0012508,6-months,trial,2019-06-09 01:37:53.000000,
u0000011,6-months,trial,2019-06-06 19:44:05.000000,
u0017596,6-months,trial,2019-06-23 21:50:30.000000,
u0001658,6-months,trial,2019-06-18 17:37:47.000000,
u0008691,6-months,trial,2019-06-20 04:07:46.000000,
u0021989,6-months,trial,2019-06-19 20:00:21.000000,
u0007245,6-months,trial,2019-06-14 14:33:24.000000,
u0000291,6-months,trial,2019-06-13 18:05:59.000000,
u0019880,6-months,trial,2019-06-20 15:15:42.000000,
u0012579,6-months,trial,2019-06-16 09:03:22.000000,
u0000790,6-months,trial,2019-06-23 16:10:12.000000,
u0008742,6-months,trial,2019-06-22 18:56:26.000000,
u0011460,6-months,trial,2019-06-19 16:25:16.000000,
u0004706,6-months,trial,2019-06-18 14:00:46.000000,
u0001410,6-months,trial,2019-06-14 03:49:26.000000,
u0000871,6-months,trial,2019-06-10 11:13:14.000000,
u0000003,6-months,trial,2019-06-11 15:30:19.000000,
u0000396,6-months,trial,2019-06-10 14:37:09.000000,
u0000333,6-months,trial,2019-06-07 00:51:41.000000,
u0024543,6-months,trial,2019-06-10 00:18:39.000000,
u0017248,6-months,trial,2019-06-15 12:26:02.000000,
u0011696,6-months,trial,2019-06-17 10:14:12.000000,
u0012766,6-months,trial,2019-06-09 07:10:28.000000,
u0017343,6-months,trial,2019-06-15 02:09:28.000000,
u0016385,6-months,trial,2019-06-12 02:02:31.000000,
u0026921,6-months,trial,2019-06-22 19:56:16.000000,
u0013687,6-months,trial,2019-06-09 17:55:39.000000,
u0015310,6-months,trial,2019-06-17 22:58:29.000000,
u0014797,6-months,trial,2019-06-23 07:54:30.000000,
u0014812,6-months,trial,2019-06-07 16:54:14.000000,
u0013461,6-months,trial,2019-06-09 18:32:34.000000,
u0009219,6-months,trial,2019-06-19 16:21:49.000000,
u0009413,6-months,trial,2019-06-17 15:04:39.000000,
u0014416,6-months,trial,2019-06-22 20:15:15.000000,
u0002515,6-months,trial,2019-06-22 16:43:42.000000,
u0010260,6-months,trial,2019-06-08 22:11:49.000000,
u0026507,6-months,trial,2019-06-22 21:41:15.000000,
u0021319,6-months,trial,2019-06-15 18:46:00.000000,
u0019626,6-months,trial,2019-06-22 15:31:25.000000,
u0009699,6-months,trial,2019-06-23 22:26:31.000000,
u0013793,6-months,trial,2019-06-08 13:30:25.000000,
u0021599,6-months,trial,2019-06-12 15:29:18.000000,
u0025588,6-months,trial,2019-06-12 21:07:45.000000,
u0013476,6-months,trial,2019-06-11 22:05:08.000000,
u0021939,6-months,trial,2019-06-17 20:55:59.000000,
u0018064,6-months,trial,2019-06-19 14:37:03.000000,
u0018074,6-months,trial,2019-06-20 23:37:03.000000,
u0015569,6-months,trial,2019-06-20 01:12:17.000000,
u0003615,6-months,trial,2019-06-19 14:51:35.000000,
u0022143,6-months,trial,2019-06-07 19:02:19.000000,
u0000836,6-months,trial,2019-06-08 11:17:13.000000,
u0006513,6-months,trial,2019-06-11 13:50:00.000000,
u0020740,6-months,trial,2019-06-22 19:05:36.000000,
u0000811,6-months,trial,2019-06-07 01:04:17.000000,
u0008719,6-months,trial,2019-06-21 18:14:53.000000,
u0003609,6-months,trial,2019-06-18 22:31:29.000000,
u0008400,6-months,trial,2019-06-10 21:43:38.000000,
u0012282,6-months,trial,2019-06-20 12:42:20.000000,
u0018497,6-months,trial,2019-06-15 20:40:33.000000,
u0018621,6-months,sale,2019-06-21 01:57:26.000000,12.89
u0021847,1-month,sale,2019-06-21 12:43:52.000000,3.89
u0021164,1-month,sale,2019-06-21 20:07:29.000000,4.29
u0019103,1-month,sale,2019-06-07 08:33:34.000000,4.31
u0027732,6-months,sale,2019-06-14 16:13:28.000000,12.95
u0013433,1-month,sale,2019-06-24 02:57:55.000000,4.26
u0007915,1-month,sale,2019-06-12 15:36:22.000000,3.95
u0027063,1-month,sale,2019-06-09 11:40:30.000000,3.41
u0008949,12-months,sale,2019-06-20 02:39:59.000000,25.82
u0003425,1-month,sale,2019-06-19 01:19:00.000000,4.33
u0027892,6-months,sale,2019-06-15 14:37:18.000000,12.92
u0000396,6-months,sale,2019-06-28 04:40:37.000000,12.82
u0000823,1-month,sale,2019-06-08 20:34:43.000000,4.3
u0002007,1-month,sale,2019-06-22 07:53:32.000000,4.3
u0003461,1-month,sale,2019-06-24 09:10:48.000000,4.26
u0018537,1-month,sale,2019-09-29 07:32:06.000000,3.89
u0018096,6-months,sale,2019-06-13 19:24:14.000000,12.06
u0026257,1-month,sale,2019-06-10 09:38:25.000000,4.05
u0023536,12-months,sale,2019-11-06 04:45:43.000000,26.32
u0012294,6-months,sale,2019-06-28 23:34:18.000000,14.97
u0019100,1-month,sale,2019-06-06 13:36:20.000000,4.67
u0027653,6-months,sale,2019-07-26 02:28:01.000000,11.96
u0005680,1-month,sale,2019-06-12 23:34:44.000000,4.29
u0013391,1-month,sale,2019-06-21 21:48:04.000000,4.29
u0014014,12-months,sale,2019-11-10 21:42:32.000000,29.1
u0025669,1-month,sale,2019-06-09 02:11:37.000000,4.3
u0008919,6-months,sale,2019-06-21 18:26:00.000000,12.89
u0005668,1-month,sale,2019-06-12 04:57:52.000000,4.29
u0018071,6-months,sale,2019-06-27 15:06:16.000000,14.34
u0026260,1-month,sale,2019-08-12 06:09:59.000000,3.89
u0006465,12-months,sale,2019-07-17 23:58:03.000000,36.04
u0012296,6-months,sale,2019-06-29 09:51:45.000000,14.95
u0028037,1-month,sale,2019-06-19 21:22:22.000000,4.33
u0010921,1-month,sale,2019-06-22 03:19:12.000000,4.3
u0016325,1-month,sale,2019-06-16 21:23:39.000000,4.3
u0000464,12-months,sale,2019-06-14 21:23:35.000000,25.91
u0021290,6-months,sale,2019-06-30 08:17:49.000000,12.16
u0021047,12-months,sale,2019-07-19 07:04:11.000000,36.0
u0003439,1-month,sale,2019-12-08 20:26:45.000000,4.38
u0021937,1-month,sale,2019-09-02 11:25:34.000000,4.43
u0006464,6-months,sale,2019-06-28 12:22:06.000000,12.82
u0007389,1-month,sale,2019-06-19 07:44:07.000000,4.01
u0010813,12-months,sale,2019-06-24 02:44:52.000000,25.62
u0021285,1-month,sale,2019-06-23 04:00:26.000000,3.41
u0021793,1-month,sale,2019-06-29 22:12:40.000000,4.3
u0014095,12-months,sale,2019-06-26 21:54:12.000000,25.69
u0000363,1-month,sale,2019-06-08 19:29:03.000000,4.3
u0016550,1-month,sale,2019-06-18 17:25:43.000000,4.34
u0021085,12-months,sale,2019-06-12 17:02:41.000000,20.54
u0010681,1-month,sale,2019-07-02 17:21:03.000000,3.98
u0006439,1-month,sale,2019-06-17 00:27:31.000000,4.32
u0000437,12-months,sale,2019-06-13 12:10:38.000000,25.86
u0009742,1-month,sale,2019-07-02 05:18:07.000000,4.3
u0012973,1-month,sale,2019-06-27 13:19:11.000000,4.01
u0000811,6-months,sale,2019-06-14 02:08:41.000000,12.95
u0010750,12-months,sale,2019-06-18 21:38:25.000000,26.09
u0023631,12-months,sale,2019-07-09 22:40:53.000000,36.07
u0012271,1-month,sale,2019-06-18 20:42:39.000000,4.34
u0022950,12-months,sale,2019-06-20 00:08:25.000000,25.82
u0001287,1-month,sale,2019-06-20 00:26:30.000000,4.3
u0001382,1-month,sale,2019-06-19 18:03:00.000000,4.01
u0019147,6-months,sale,2019-06-21 23:44:55.000000,12.89
u0014863,12-months,sale,2019-06-15 23:44:47.000000,25.85
u0021919,12-months,sale,2019-08-09 23:06:51.000000,26.07
u0026283,1-month,sale,2019-06-14 20:09:59.000000,4.01
u0008982,6-months,sale,2019-07-01 05:51:30.000000,12.86
u0021195,6-months,sale,2019-06-14 20:27:15.000000,12.06
u0010753,6-months,sale,2019-06-22 16:07:50.000000,11.6
u0025635,6-months,sale,2019-06-26 22:00:14.000000,12.84
u0015812,6-months,trial,2019-06-23 08:34:47.000000,
u0025404,6-months,trial,2019-06-09 17:15:19.000000,
u0028848,12-months,sale,2019-06-22 10:40:47.000000,24.12
u0015563,1-month,sale,2019-06-19 04:55:33.000000,4.33
u0024087,1-month,sale,2019-06-20 14:17:28.000000,4.05
u0000393,6-months,sale,2019-06-17 11:01:42.000000,12.99
u0018615,1-month,sale,2019-06-13 08:28:41.000000,4.3
u0006404,12-months,sale,2019-11-12 19:58:35.000000,26.5
u0022989,12-months,sale,2019-06-07 21:47:32.000000,25.89
u0021898,6-months,sale,2019-06-11 02:37:56.000000,18.05
u0007808,6-months,sale,2019-06-22 02:13:59.000000,12.92
u0027658,6-months,sale,2019-06-15 20:38:29.000000,16.75
u0002920,12-months,sale,2019-12-01 11:28:17.000000,23.37
u0025590,1-month,sale,2019-06-14 14:06:48.000000,4.31
u0020678,6-months,trial,2019-06-12 02:19:53.000000,
u0014532,6-months,trial,2019-06-24 04:41:32.000000,
u0006998,6-months,trial,2019-06-11 14:14:01.000000,
u0025322,6-months,trial,2019-06-11 17:32:04.000000,
u0017113,6-months,trial,2019-06-19 22:47:43.000000,
u0004371,6-months,trial,2019-06-22 19:00:16.000000,
u0018795,6-months,trial,2019-06-10 20:39:48.000000,
u0004274,6-months,trial,2019-06-22 02:26:10.000000,
u0016576,6-months,trial,2019-06-20 13:59:45.000000,
u0027046,6-months,trial,2019-06-15 00:40:01.000000,
u0002621,6-months,trial,2019-06-10 08:00:32.000000,
u0006243,6-months,trial,2019-06-22 00:15:54.000000,
u0010625,6-months,trial,2019-06-19 02:34:39.000000,
u0003318,6-months,trial,2019-06-22 00:49:53.000000,
u0008427,6-months,trial,2019-06-15 08:01:47.000000,
u0013720,6-months,trial,2019-06-14 19:16:24.000000,
u0027653,6-months,trial,2019-06-12 18:44:06.000000,
u0014928,6-months,trial,2019-06-08 14:52:59.000000,
u0006783,6-months,trial,2019-06-18 09:15:20.000000,
u0012936,6-months,trial,2019-06-16 13:33:37.000000,
u0017976,6-months,trial,2019-06-24 04:53:39.000000,
u0016117,6-months,trial,2019-06-15 06:51:52.000000,
u0009625,6-months,trial,2019-06-10 18:25:45.000000,
u0019813,6-months,trial,2019-06-06 22:04:51.000000,
u0013661,6-months,trial,2019-06-20 22:14:54.000000,
u0004059,6-months,trial,2019-06-20 05:07:46.000000,
u0007742,6-months,trial,2019-06-23 18:44:53.000000,
u0008928,6-months,trial,2019-06-16 04:33:55.000000,
u0008381,6-months,trial,2019-06-07 13:02:51.000000,
u0004547,6-months,trial,2019-06-08 13:32:44.000000,
u0013013,6-months,trial,2019-06-10 07:29:42.000000,
u0019147,6-months,trial,2019-06-14 23:44:55.000000,
u0012401,6-months,trial,2019-06-21 16:20:53.000000,
u0022516,6-months,trial,2019-06-16 14:09:49.000000,
u0017081,6-months,trial,2019-06-14 17:58:00.000000,
u0022631,6-months,trial,2019-06-12 01:21:59.000000,
u0027793,6-months,trial,2019-06-17 04:51:27.000000,
u0000791,6-months,trial,2019-06-23 16:56:00.000000,
u0019734,6-months,trial,2019-06-13 01:37:23.000000,
u0002531,6-months,trial,2019-06-23 17:44:52.000000,
u0022354,6-months,trial,2019-06-12 11:26:37.000000,
u0001709,6-months,trial,2019-06-21 12:21:22.000000,
u0025765,6-months,trial,2019-06-15 10:50:12.000000,
u0007134,6-months,trial,2019-06-13 22:15:03.000000,
u0001080,6-months,trial,2019-06-21 19:54:56.000000,
u0016197,6-months,trial,2019-06-08 19:14:40.000000,
u0011067,6-months,trial,2019-06-06 21:25:24.000000,
u0004121,6-months,trial,2019-06-23 17:11:41.000000,
u0027835,6-months,trial,2019-06-23 16:54:10.000000,
u0020323,6-months,trial,2019-06-21 13:46:32.000000,
u0017746,6-months,trial,2019-06-10 06:30:01.000000,
u0020840,6-months,trial,2019-06-13 20:35:59.000000,
u0008146,6-months,trial,2019-06-08 16:06:58.000000,
u0022814,6-months,trial,2019-06-12 16:04:53.000000,
u0016764,6-months,trial,2019-06-09 03:30:02.000000,
u0006725,12-months,sale,2019-07-22 06:09:35.000000,26.03
u0003608,1-month,sale,2019-06-18 22:53:35.000000,4.34
u0018927,12-months,sale,2019-06-19 23:20:43.000000,26.86
u0015812,6-months,sale,2019-06-30 08:34:47.000000,12.16
u0015127,12-months,sale,2019-06-24 01:01:18.000000,25.62
u0006682,1-month,sale,2019-06-23 03:38:43.000000,4.3
u0014376,1-month,sale,2019-06-23 10:12:22.000000,4.01
u0027563,1-month,sale,2019-06-15 07:08:39.000000,4.63
u0019477,12-months,sale,2019-06-15 11:01:57.000000,25.85
u0006256,12-months,sale,2019-07-02 08:46:40.000000,25.83
u0009558,1-month,sale,2019-06-18 12:44:10.000000,4.34
u0015843,12-months,sale,2019-06-11 04:43:01.000000,25.79
u0021524,1-month,sale,2019-06-17 14:44:56.000000,4.32
u0014316,12-months,sale,2019-06-18 03:57:13.000000,26.09
u0013290,6-months,sale,2019-06-20 23:08:15.000000,18.07
u0025322,1-month,sale,2019-09-03 14:22:10.000000,4.44
u0018964,12-months,sale,2019-06-15 19:23:17.000000,20.47
u0008421,1-month,sale,2019-06-14 01:10:38.000000,4.31
u0023363,1-month,sale,2019-06-12 16:41:46.000000,4.29
u0015023,6-months,sale,2019-06-16 01:39:31.000000,12.92
u0016908,1-month,sale,2019-06-21 17:32:25.000000,3.39
u0016492,6-months,sale,2019-06-18 19:21:21.000000,13.04
u0027518,1-month,sale,2019-07-31 03:22:37.000000,6.04
u0006241,1-month,sale,2019-06-21 16:35:07.000000,4.29
u0010134,12-months,sale,2019-06-08 18:04:22.000000,25.85
u0021319,6-months,sale,2019-06-22 18:46:00.000000,11.6
u0004980,6-months,sale,2019-06-22 18:39:05.000000,12.92
u0026326,6-months,sale,2019-06-29 11:33:49.000000,14.95
u0009288,1-month,sale,2019-06-25 19:21:41.000000,3.95
u0011034,6-months,trial,2019-06-20 13:43:55.000000,
u0028571,6-months,trial,2019-06-20 10:56:46.000000,
u0025732,6-months,trial,2019-06-10 03:49:26.000000,
u0001243,6-months,trial,2019-06-13 07:39:35.000000,
u0018839,6-months,trial,2019-06-17 22:39:36.000000,
u0022242,6-months,trial,2019-06-23 12:52:39.000000,
u0003269,6-months,trial,2019-06-19 11:52:31.000000,
u0003644,6-months,trial,2019-06-23 19:18:08.000000,
u0026461,6-months,trial,2019-06-08 08:34:05.000000,
u0010868,6-months,trial,2019-06-13 21:13:31.000000,
u0006506,6-months,trial,2019-06-10 04:17:28.000000,
u0026260,6-months,trial,2019-08-05 06:09:59.000000,
u0013439,6-months,trial,2019-06-06 19:45:57.000000,
u0023553,6-months,trial,2019-06-06 17:18:26.000000,
u0006464,6-months,trial,2019-06-21 12:22:06.000000,
u0004937,6-months,trial,2019-06-08 23:40:06.000000,
u0009686,6-months,trial,2019-06-21 13:11:48.000000,
u0027013,6-months,trial,2019-06-19 14:41:03.000000,
u0006315,6-months,trial,2019-06-16 01:14:01.000000,
u0022162,6-months,trial,2019-06-10 23:11:38.000000,
u0018491,6-months,trial,2019-06-14 12:13:39.000000,
u0002276,6-months,trial,2019-06-17 15:11:11.000000,
u0001587,6-months,trial,2019-06-14 19:01:09.000000,
u0000393,6-months,trial,2019-06-10 11:01:42.000000,
u0003007,6-months,trial,2019-06-23 00:07:39.000000,
u0008982,6-months,trial,2019-06-24 05:51:30.000000,
u0023412,1-month,sale,2019-06-29 14:50:36.000000,4.01
u0020209,12-months,sale,2019-06-22 15:24:50.000000,25.85
u0022375,6-months,sale,2019-06-18 15:54:46.000000,18.26
u0009097,1-month,sale,2019-06-19 07:38:57.000000,3.92
u0016755,1-month,sale,2019-06-07 06:09:38.000000,4.31
u0011686,12-months,sale,2019-06-15 21:13:51.000000,40.41
u0021647,1-month,sale,2019-06-16 18:46:43.000000,4.3
u0008110,1-month,sale,2019-06-25 11:57:20.000000,4.07
u0027322,1-month,sale,2019-06-14 12:56:05.000000,4.53
u0016716,1-month,sale,2019-06-19 06:56:20.000000,4.33
u0010177,6-months,sale,2019-06-20 23:55:55.000000,11.96
u0003760,1-month,sale,2019-06-22 15:11:32.000000,4.3
u0019335,12-months,sale,2019-06-27 17:19:56.000000,35.54
u0010212,1-month,sale,2019-06-21 01:27:30.000000,4.29
