user_id,signup_date
u0005871,2019-06-18 18:43:28.889000
u0005872,2019-06-18 20:01:55.733000
u0005873,2019-06-18 23:41:30.934000
u0005874,2019-06-19 02:10:42.508000
u0005875,2019-06-19 04:11:03.744000
u0005876,2019-06-19 05:45:24.513000
u0005877,2019-06-19 09:46:23.716000
u0005878,2019-06-19 13:20:01.218000
u0005879,2019-06-19 14:29:25.840000
u0005880,2019-06-19 17:39:17.842000
u0005881,2019-06-19 20:46:00.066000
u0005882,2019-06-19 23:06:56.952000
u0005883,2019-06-20 01:30:49.390000
u0005884,2019-06-23 00:25:15.887000
u0005885,2019-06-23 01:45:58.325000
u0005886,2019-06-23 03:07:25.309000
u0005887,2019-06-23 03:23:11.632000
u0005888,2019-06-23 04:26:49.543000
u0005889,2019-06-23 06:34:27.632000
u0005890,2019-06-23 07:45:05.396000
u0005891,2019-06-23 08:20:02.388000
u0005892,2019-06-23 09:14:31.004000
u0005893,2019-06-23 10:32:49.187000
u0005894,2019-06-23 11:29:10.978000
u0005895,2019-06-23 13:21:02.469000
u0005896,2019-06-23 14:21:37.786000
u0005897,2019-06-23 14:51:26.842000
u0005898,2019-06-23 16:33:21.560000
u0005899,2019-06-23 16:11:43.386000
u0005900,2019-06-23 17:19:56.610000
u0005901,2019-06-23 18:21:20.998000
u0005902,2019-06-23 19:22:23.240000
u0005903,2019-06-23 19:32:47.158000
u0005904,2019-06-23 20:28:41.182000
u0005905,2019-06-23 21:39:18.384000
u0005906,2019-06-23 22:45:55.164000
u0005907,2019-06-24 00:28:51.787000
u0005908,2019-06-24 03:17:50.926000
u0005909,2019-06-24 04:06:54.443000
u0005910,2019-06-24 05:46:46.373000
u0005911,2019-06-24 07:11:14.179000
u0005912,2019-06-24 09:06:50.783000
u0005913,2019-06-24 10:22:26.671000
u0005914,2019-06-24 12:03:25.045000
u0005915,2019-06-24 13:46:16.973000
u0005916,2019-06-09 18:56:18.307000
u0005917,2019-06-06 10:29:16.755000
u0005918,2019-06-06 16:52:04.714000
u0005919,2019-06-06 19:39:22.647000
u0005920,2019-06-07 01:50:42.710000
u0005921,2019-06-07 07:06:07.270000
u0005922,2019-06-07 18:02:30.302000
u0005923,2019-06-07 22:46:43.835000
u0005924,2019-06-08 02:58:19.430000
u0005925,2019-06-08 09:21:54.255000
u0005926,2019-06-08 16:38:09.518000
u0005927,2019-06-08 19:05:49.081000
u0005928,2019-06-08 21:25:48.574000
u0005929,2019-06-09 00:07:28.204000
u0005930,2019-06-09 07:09:07.313000
u0005931,2019-06-09 12:52:16.481000
u0005932,2019-06-09 14:30:14.648000
u0005933,2019-06-09 18:35:24.098000
u0005934,2019-06-10 01:49:04.756000
u0005935,2019-06-10 09:21:46.914000
u0005936,2019-06-10 13:21:19.554000
u0005937,2019-06-10 16:32:07.367000
u0005938,2019-06-10 17:43:38.811000
u0005939,2019-06-10 18:56:09.384000
u0005940,2019-06-10 20:36:04.028000
u0005941,2019-06-10 23:28:05.197000
u0005942,2019-06-11 05:04:23.838000
u0005943,2019-06-11 09:56:28.627000
u0005944,2019-06-11 12:10:38.297000
u0005945,2019-06-11 17:31:40.983000
u0005946,2019-06-11 19:38:16.812000
u0005947,2019-06-11 22:25:19.673000
u0005948,2019-06-12 03:02:24.990000
u0005949,2019-06-12 08:31:19.050000
u0005950,2019-06-12 12:01:20.159000
u0005951,2019-06-12 15:30:09.211000
u0005952,2019-06-12 16:56:44.425000
u0005953,2019-06-12 19:04:08.191000
u0005954,2019-06-12 23:41:33.053000
u0005955,2019-06-13 05:47:14.219000
u0005956,2019-06-13 10:40:00.206000
u0005957,2019-06-13 15:24:30.836000
u0005958,2019-06-13 17:22:52.033000
u0005959,2019-06-13 18:28:50.607000
u0005960,2019-06-13 22:37:49.678000
u0005961,2019-06-14 05:42:46.837000
u0005962,2019-06-14 11:23:46.003000
u0005963,2019-06-14 13:50:35.866000
u0005964,2019-06-14 19:15:19.582000
u0005965,2019-06-14 19:37:51.555000
u0005966,2019-06-15 00:14:19.026000
u0005967,2019-06-15 01:41:45.576000
u0005968,2019-06-15 05:06:32.928000
u0005969,2019-06-15 06:42:06.795000
u0005970,2019-06-15 10:42:21.113000
u0005971,2019-06-15 14:12:33.073000
u0005972,2019-06-15 16:03:45.657000
u0005973,2019-06-15 22:34:49.304000
u0005974,2019-06-16 00:58:30.926000
u0005975,2019-06-16 06:15:15.630000
u0005976,2019-06-16 10:30:53.878000
u0005977,2019-06-16 14:46:47.382000
u0005978,2019-06-16 16:53:04.728000
u0005979,2019-06-16 19:45:29.919000
u0005980,2019-06-16 22:03:24.539000
u0005981,2019-06-17 06:51:36.003000
u0005982,2019-06-17 13:06:17.120000
u0005983,2019-06-17 16:26:36.322000
u0005984,2019-06-17 18:54:51.902000
u0005985,2019-06-17 22:34:22.872000
u0005986,2019-06-18 00:08:34.660000
u0005987,2019-06-18 04:30:49.891000
u0005988,2019-06-18 09:16:39.914000
u0005989,2019-06-18 13:47:22.383000
u0005990,2019-06-18 15:34:17.289000
u0005991,2019-06-18 16:55:14.351000
u0005992,2019-06-18 18:50:32.294000
u0005993,2019-06-18 21:21:26.366000
u0005994,2019-06-18 23:50:58.717000
u0005995,2019-06-19 01:03:48.579000
u0005996,2019-06-19 03:09:05.019000
u0005997,2019-06-19 04:44:35.664000
u0005998,2019-06-19 08:53:36.345000
u0005999,2019-06-19 13:08:42.008000
u0006000,2019-06-21 22:17:41.880000
u0006001,2019-06-19 20:45:09.645000
u0006002,2019-06-20 20:16:39.448000
u0006003,2019-06-20 01:15:19.714000
u0006004,2019-06-20 11:31:21.241000
u0006005,2019-06-20 13:47:00.137000
u0006006,2019-06-20 17:16:01.719000
u0006007,2019-06-20 20:48:44.943000
u0006008,2019-06-20 21:56:43.992000
u0006009,2019-06-21 02:29:37.227000
u0006010,2019-06-21 04:41:58.041000
u0006011,2019-06-21 09:36:28.977000
u0006012,2019-06-21 15:44:17.566000
u0006013,2019-06-21 17:36:27.503000
u0006014,2019-06-21 19:40:59.334000
u0006015,2019-06-21 22:38:30.515000
u0006016,2019-06-22 01:31:30.346000
u0006017,2019-06-22 03:52:43.399000
u0006018,2019-06-22 08:49:54.539000
u0006019,2019-06-22 12:09:31.842000
u0006020,2019-06-22 14:05:29.754000
u0006021,2019-06-22 17:21:20.125000
u0006022,2019-06-22 20:02:09.732000
u0006023,2019-06-22 22:17:07.439000
u0006024,2019-06-23 04:10:30.736000
u0006025,2019-06-23 09:48:10.105000
u0006026,2019-06-23 15:09:07.883000
u0006027,2019-06-23 17:43:44.299000
u0006028,2019-06-23 18:52:36.199000
u0006029,2019-06-23 20:36:36.594000
u0006030,2019-06-24 00:19:51.292000
u0006031,2019-06-24 05:24:20.198000
u0006032,2019-06-24 12:27:45.990000
u0006033,2019-06-13 18:03:45.002000
u0006034,2019-06-06 09:43:33.321000
u0006035,2019-06-11 13:28:33.926000
u0006036,2019-06-06 16:35:57.458000
u0006037,2019-06-06 18:25:12.306000
u0006038,2019-06-06 20:05:55.858000
u0006039,2019-06-06 23:37:42.863000
u0006040,2019-06-07 13:44:02.740000
u0006041,2019-06-07 17:45:03.982000
u0006042,2019-06-07 20:54:34.134000
u0006043,2019-06-15 08:27:08.893000
u0006044,2019-06-15 09:51:00.645000
u0006045,2019-06-15 11:15:46.186000
u0006046,2019-06-15 12:00:45.280000
u0006047,2019-06-15 14:01:19.297000
u0006048,2019-06-15 15:24:15.742000
u0006049,2019-06-15 15:50:31.922000
u0006050,2019-06-15 16:50:36.779000
u0006051,2019-06-15 17:29:28.307000
u0006052,2019-06-15 17:54:50.361000
u0006053,2019-06-15 19:08:40.334000
u0006054,2019-06-15 20:03:36.035000
u0006055,2019-06-15 21:04:43.990000
u0006056,2019-06-15 23:16:39.610000
u0006057,2019-06-16 00:28:23.330000
u0006058,2019-06-16 02:36:04.543000
u0006059,2019-06-16 03:23:28.185000
u0006060,2019-06-16 03:52:35.004000
u0006061,2019-06-16 06:14:19.916000
u0006062,2019-06-16 08:47:39.266000
u0006063,2019-06-16 09:41:35.115000
u0006064,2019-06-16 10:56:21.388000
u0006065,2019-06-16 11:48:49.063000
u0006066,2019-06-16 13:41:00.108000
u0006067,2019-06-16 14:31:28.129000
u0006068,2019-06-16 14:45:51.030000
u0006069,2019-06-16 16:51:47.508000
u0006070,2019-06-16 17:52:28.114000
u0006071,2019-06-16 18:26:45.668000
u0006072,2019-06-16 19:09:56.955000
u0006073,2019-06-16 19:37:52.883000
u0006074,2019-06-16 20:42:44.872000
u0006075,2019-06-16 21:21:29.123000
u0006076,2019-06-16 21:59:02.755000
u0006077,2019-06-16 22:36:34.422000
u0006078,2019-06-16 23:21:35.895000
u0006079,2019-06-17 01:14:45.102000
u0006080,2019-06-17 02:01:46.671000
u0006081,2019-06-17 03:27:29.071000
u0006082,2019-06-17 03:46:38.376000
u0006083,2019-06-17 05:40:45.807000
u0006084,2019-06-17 07:02:42.440000
u0006085,2019-06-17 08:51:28.401000
u0006086,2019-06-17 11:12:22.185000
u0006087,2019-06-17 12:50:54.636000
u0006088,2019-06-17 13:25:36.241000
u0006089,2019-06-17 14:45:11.401000
u0006090,2019-06-17 15:46:42.782000
u0006091,2019-06-17 16:31:14.183000
u0006092,2019-06-17 16:49:50.602000
u0006093,2019-06-17 17:34:56.198000
u0006094,2019-06-17 19:31:46.758000
u0006095,2019-06-17 20:12:28.797000
u0006096,2019-06-17 21:10:40.818000
u0006097,2019-06-17 21:56:21.830000
u0006098,2019-06-17 23:10:00.554000
u0006099,2019-06-17 23:54:06.691000
u0006100,2019-06-18 01:16:28.823000
u0006101,2019-06-18 02:14:06.221000
u0006102,2019-06-18 03:33:47.383000
u0006103,2019-06-18 05:54:58.792000
u0006104,2019-06-18 09:22:06.649000
u0006105,2019-06-18 11:21:59.426000
u0006106,2019-06-18 11:53:16.136000
u0006107,2019-06-18 13:55:22.869000
u0006108,2019-06-18 15:59:44.643000
u0006109,2019-06-18 17:13:40.038000
u0006110,2019-06-18 17:40:41.442000
u0006111,2019-06-18 18:53:15.423000
u0006112,2019-06-18 19:19:56.788000
u0006113,2019-06-18 20:20:13.006000
u0006114,2019-06-18 21:23:16.083000
u0006115,2019-06-18 23:41:13.006000
u0006116,2019-06-19 01:04:05.818000
u0006117,2019-06-19 02:18:06.144000
u0006118,2019-06-19 02:51:16.011000
u0006119,2019-06-19 03:50:47.294000
u0006120,2019-06-19 05:54:21.456000
u0006121,2019-06-19 06:38:53.603000
u0006122,2019-06-19 09:10:34.867000
u0006123,2019-06-19 10:28:08.477000
u0006124,2019-06-19 12:17:03.802000
u0006125,2019-06-19 13:21:31.117000
u0006126,2019-06-19 14:33:02.801000
u0006127,2019-06-19 15:37:07.716000
u0006128,2019-06-20 13:16:27.937000
u0006129,2019-06-19 16:43:11.224000
u0006130,2019-06-19 18:15:23.268000
u0006131,2019-06-19 18:56:18.854000
u0006132,2019-06-19 20:02:16.697000
u0006133,2019-06-19 20:53:20.902000
u0006134,2019-06-19 22:11:53.714000
u0006135,2019-06-19 23:37:03.607000
u0006136,2019-06-20 00:45:03.313000
u0006137,2019-06-20 01:51:05.629000
u0006138,2019-06-20 04:02:05.210000
u0006139,2019-06-20 04:56:25.204000
u0006140,2019-06-20 06:48:40.063000
u0006141,2019-06-20 09:39:33.100000
u0006142,2019-06-20 10:36:08.915000
u0006143,2019-06-20 12:44:36.374000
u0006144,2019-06-23 08:30:30.782000
u0006145,2019-06-20 15:20:24.901000
u0006146,2019-06-20 18:03:06.989000
u0006147,2019-06-20 19:03:53.545000
u0006148,2019-06-20 19:38:27.072000
u0006149,2019-06-20 21:36:25.042000
u0006150,2019-06-20 21:47:26.365000
u0006151,2019-06-20 22:45:23.950000
u0006152,2019-06-20 23:56:04.152000
u0006153,2019-06-21 00:22:43.728000
u0006154,2019-06-21 01:14:07.876000
u0006155,2019-06-21 01:35:27.556000
u0006156,2019-06-21 02:49:26.525000
u0006157,2019-06-21 04:46:37.385000
u0006158,2019-06-21 07:38:46.180000
u0006159,2019-06-21 09:47:54.985000
u0006160,2019-06-21 11:37:17.528000
u0006161,2019-06-21 12:46:41.587000
u0006162,2019-06-21 13:30:36.312000
u0006163,2019-06-21 14:31:16.590000
u0006164,2019-06-21 15:22:42.942000
u0006165,2019-06-21 16:17:39.471000
u0006166,2019-06-21 17:44:28.383000
u0006167,2019-06-21 18:51:11.262000
u0006168,2019-06-21 19:34:01.664000
u0006169,2019-06-22 15:25:56.076000
u0006170,2019-06-21 23:00:13.274000
u0006171,2019-06-22 00:06:22.799000
u0006172,2019-06-22 02:09:03.113000
u0006173,2019-06-22 04:10:10.619000
u0006174,2019-06-22 05:48:14.187000
u0006175,2019-06-22 08:02:12.129000
u0006176,2019-06-22 10:26:26.225000
u0006177,2019-06-22 11:10:04.627000
u0006178,2019-06-22 12:23:21.326000
u0006179,2019-06-22 14:09:37.491000
u0006180,2019-06-22 15:03:03.732000
u0006181,2019-06-22 16:26:48.056000
u0006182,2019-06-22 17:34:57.035000
u0006183,2019-06-22 18:44:03.923000
u0006184,2019-06-22 19:38:52.318000
u0006185,2019-06-22 20:39:47.399000
u0006186,2019-06-22 22:09:50.720000
u0006187,2019-06-22 23:17:54.715000
u0006188,2019-06-23 01:02:02.787000
u0006189,2019-06-23 02:38:34.869000
u0006190,2019-06-23 04:38:20.827000
u0006191,2019-06-23 07:22:06.186000
u0006192,2019-06-23 09:36:02.547000
u0006193,2019-06-23 12:02:56.096000
u0006194,2019-06-23 14:33:47.611000
u0006195,2019-06-23 15:26:39.059000
u0006196,2019-06-23 16:11:18.427000
u0006197,2019-06-23 17:14:23.338000
u0006198,2019-06-23 18:56:37.576000
u0006199,2019-06-23 19:26:48.633000
u0006200,2019-06-23 20:34:10.366000
u0006201,2019-06-23 21:38:31.848000
u0006202,2019-06-15 08:40:02.848000
u0006203,2019-06-15 13:59:26.596000
u0006204,2019-06-15 18:43:30.453000
u0006205,2019-06-15 21:02:21.415000
u0006206,2019-06-16 00:50:10.927000
u0006207,2019-06-16 02:52:25.545000
u0006208,2019-06-16 05:23:26.874000
u0006209,2019-06-16 07:48:14.225000
u0006210,2019-06-16 15:01:14.617000
u0006211,2019-06-16 18:06:14.732000
u0006212,2019-06-16 23:05:14.552000
u0006213,2019-06-17 03:12:56.563000
u0006214,2019-06-17 05:29:48.527000
u0006215,2019-06-17 10:10:06.734000
u0006216,2019-06-17 17:48:09.600000
u0006217,2019-06-17 21:15:50.570000
u0006218,2019-06-17 23:24:30.502000
u0006219,2019-06-18 08:22:14.871000
u0006220,2019-06-18 14:22:09.397000
u0006221,2019-06-18 18:12:59.307000
u0006222,2019-06-18 19:46:44.061000
u0006223,2019-06-18 21:13:01.679000
u0006224,2019-06-19 00:55:53.055000
u0006225,2019-06-19 04:28:26.640000
u0006226,2019-06-19 12:41:22.014000
u0006227,2019-06-19 22:52:29.793000
u0006228,2019-06-19 16:36:40.964000
u0006229,2019-06-19 20:21:57.303000
u0006230,2019-06-19 22:46:59.962000
u0006231,2019-06-20 00:02:29.628000
u0006232,2019-06-20 03:13:17.620000
u0006233,2019-06-20 05:48:05.929000
u0006234,2019-06-20 13:28:55.289000
u0006235,2019-06-20 15:52:27.368000
u0006236,2019-06-20 18:12:17.087000
u0006237,2019-06-20 21:45:46.652000
u0006238,2019-06-20 23:48:30.378000
u0006239,2019-06-21 04:42:36.107000
u0006240,2019-06-21 12:36:48.062000
u0006241,2019-06-21 16:34:12.267000
u0006242,2019-06-21 19:49:58.299000
u0006243,2019-06-22 00:15:27.809000
u0006244,2019-06-22 03:28:09.102000
u0006245,2019-06-22 09:35:19.952000
u0006246,2019-06-22 11:52:52.727000
u0006247,2019-06-22 15:14:54.795000
u0006248,2019-06-22 19:57:49.776000
u0006249,2019-06-22 21:49:39.225000
u0006250,2019-06-23 05:24:52.279000
u0006251,2019-06-23 10:09:09.428000
u0006252,2019-06-23 14:59:59.791000
u0006253,2019-06-23 18:25:02.999000
u0006254,2019-06-23 21:33:19.484000
u0006255,2019-06-24 02:22:17.765000
u0006256,2019-06-24 10:30:23.873000
u0006257,2019-06-19 22:25:17.278000
u0006258,2019-06-12 05:09:05.945000
u0006259,2019-06-06 10:12:36.184000
u0006260,2019-06-06 17:04:46.550000
u0006261,2019-06-06 22:34:09.853000
u0006262,2019-06-07 01:37:00.842000
u0006263,2019-06-07 10:01:51.725000
u0006264,2019-06-07 13:37:04.768000
u0006265,2019-06-07 15:11:41.435000
u0006266,2019-06-07 19:04:19.415000
u0006267,2019-06-07 22:15:55.738000
u0006268,2019-06-08 00:30:59.816000
u0006269,2019-06-08 01:24:13.543000
u0006270,2019-06-08 02:56:40.920000
u0006271,2019-06-08 04:34:07.048000
u0006272,2019-06-08 08:31:43.023000
u0006273,2019-06-08 10:50:47.714000
u0006274,2019-06-08 14:52:26.845000
u0006275,2019-06-08 18:50:13.619000
u0006276,2019-06-08 20:35:17.478000
u0006277,2019-06-09 00:20:29.979000
u0006278,2019-06-09 02:17:49.454000
u0006279,2019-06-09 06:46:33.471000
u0006280,2019-06-09 13:13:44.366000
u0006281,2019-06-09 16:59:37.690000
u0006282,2019-06-09 21:30:30.787000
u0006283,2019-06-09 23:25:13.737000
u0006284,2019-06-10 10:27:40.270000
u0006285,2019-06-10 16:09:14.531000
u0006286,2019-06-10 17:49:25.787000
u0006287,2019-06-10 19:21:52.890000
u0006288,2019-06-10 23:37:04.654000
u0006289,2019-06-11 06:41:05.903000
u0006290,2019-06-11 13:08:28.351000
u0006291,2019-06-11 18:20:22.046000
u0006292,2019-06-11 21:14:15.970000
u0006293,2019-06-12 02:29:49.042000
u0006294,2019-06-12 22:32:37.635000
u0006295,2019-06-12 14:43:15.683000
u0006296,2019-06-12 18:58:07.648000
u0006297,2019-06-12 20:40:00.948000
u0006298,2019-06-13 00:30:45.749000
u0006299,2019-06-13 03:47:18.080000
u0006300,2019-06-13 12:00:16.965000
u0006301,2019-06-13 16:34:26.305000
u0006302,2019-06-13 17:51:01.184000
u0006303,2019-06-13 21:25:50.838000
u0006304,2019-06-14 02:59:21.240000
u0006305,2019-06-14 08:56:03.380000
u0006306,2019-06-14 15:47:05.724000
u0006307,2019-06-14 18:15:53.800000
u0006308,2019-06-15 03:14:14.649000
u0006309,2019-06-15 05:26:44.352000
u0006310,2019-06-15 10:54:21.614000
u0006311,2019-06-15 16:12:03.895000
u0006312,2019-06-15 18:24:16.127000
u0006313,2019-06-15 20:16:30.428000
u0006314,2019-06-15 21:59:01.617000
u0006315,2019-06-16 01:13:48.377000
u0006316,2019-06-16 08:43:15.263000
u0006317,2019-06-16 15:06:39.090000
u0006318,2019-06-16 16:26:07.428000
u0006319,2019-06-16 21:03:40.899000
u0006320,2019-06-17 00:13:16.349000
u0006321,2019-06-17 04:19:31.465000
u0006322,2019-06-17 07:29:30.906000
u0006323,2019-06-17 14:00:07.572000
u0006324,2019-06-17 18:05:06.075000
u0006325,2019-06-17 18:45:07.111000
u0006326,2019-06-17 22:43:08.360000
u0006327,2019-06-18 01:26:57.415000
u0006328,2019-06-18 12:46:42.561000
u0006329,2019-06-18 18:52:23.609000
u0006330,2019-06-18 20:37:06.649000
u0006331,2019-06-19 00:35:14.918000
u0006332,2019-06-19 02:17:19.567000
u0006333,2019-06-19 08:19:12.722000
u0006334,2019-06-19 12:21:42.834000
u0006335,2019-06-19 18:35:53.405000
u0006336,2019-06-23 04:51:09.295000
u0006337,2019-06-19 20:57:00.227000
u0006338,2019-06-19 23:22:38.407000
u0006339,2019-06-20 01:57:58.479000
u0006340,2019-06-20 09:33:56.838000
u0006341,2019-06-20 13:17:28.338000
u0006342,2019-06-20 15:28:45.345000
u0006343,2019-06-20 16:46:45.980000
u0006344,2019-06-20 19:53:03.513000
u0006345,2019-06-21 00:18:34.035000
u0006346,2019-06-21 03:18:25.438000
u0006347,2019-06-21 11:23:04.239000
u0006348,2019-06-21 15:24:54.952000
u0006349,2019-06-22 00:38:30.525000
u0006350,2019-06-22 07:37:30.751000
u0006351,2019-06-22 09:17:25.446000
u0006352,2019-06-22 12:17:36.740000
u0006353,2019-06-22 14:44:06.180000
u0006354,2019-06-22 19:17:28.821000
u0006355,2019-06-23 02:38:47.240000
u0006356,2019-06-23 07:27:53.690000
u0006357,2019-06-23 10:59:31.144000
u0006358,2019-06-23 16:27:00.341000
u0006359,2019-06-23 18:56:15.177000
u0006360,2019-06-23 21:46:28.286000
u0006361,2019-06-23 18:12:51.885000
u0006362,2019-06-23 21:13:12.971000
u0006363,2019-06-23 22:16:53.563000
u0006364,2019-06-23 23:26:15.367000
u0006365,2019-06-24 00:51:07.321000
u0006366,2019-06-24 02:47:03.312000
u0006367,2019-06-24 03:35:25.036000
u0006368,2019-06-24 08:06:45.377000
u0006369,2019-06-24 09:46:16.503000
u0006370,2019-06-24 12:10:27.899000
u0006371,2019-06-08 21:20:04.146000
u0006372,2019-06-06 14:18:20.429000
u0006373,2019-06-06 17:28:49.858000
u0006374,2019-06-06 22:51:49.013000
u0006375,2019-06-07 06:27:36.379000
u0006376,2019-06-07 12:54:55.886000
u0006377,2019-06-07 16:57:03.024000
u0006378,2019-06-07 19:03:53.333000
u0006379,2019-06-08 00:53:27.142000
u0006380,2019-06-08 06:15:47.493000
u0006381,2019-06-08 10:40:44.746000
u0006382,2019-06-08 13:14:37.936000
u0006383,2019-06-08 15:39:20.271000
u0006384,2019-06-08 16:58:44.306000
u0006385,2019-06-08 20:43:14.705000
u0006386,2019-06-09 00:15:23.782000
u0006387,2019-06-09 03:42:09.793000
u0006388,2019-06-09 07:51:44.120000
u0006389,2019-06-09 10:11:06.515000
u0006390,2019-06-09 13:42:15.854000
u0006391,2019-06-09 15:37:32.125000
u0006392,2019-06-09 17:29:37.890000
u0006393,2019-06-09 19:18:28.905000
u0006394,2019-06-09 21:57:00.378000
u0006395,2019-06-10 02:12:40.500000
u0006396,2019-06-10 04:04:35.531000
u0006397,2019-06-10 14:46:20.758000
u0006398,2019-06-10 18:17:57.616000
u0006399,2019-06-10 20:53:29.412000
u0006400,2019-06-11 00:49:15.448000
u0006401,2019-06-11 06:55:26.045000
u0006402,2019-06-11 11:10:49.063000
u0006403,2019-06-11 14:32:22.551000
u0006404,2019-06-11 20:00:31.507000
u0006405,2019-06-17 20:21:05.025000
u0006406,2019-06-12 09:28:08.008000
u0006407,2019-06-12 13:46:14.284000
u0006408,2019-06-12 17:58:19.068000
u0006409,2019-06-12 18:46:49.654000
u0006410,2019-06-12 22:09:50.230000
u0006411,2019-06-13 00:06:31.160000
u0006412,2019-06-13 02:39:31.126000
u0006413,2019-06-13 12:35:06.907000
u0006414,2019-06-13 15:55:28.145000
u0006415,2019-06-13 17:55:23.482000
u0006416,2019-06-13 19:59:31.866000
u0006417,2019-06-14 00:05:38.182000
u0006418,2019-06-14 02:52:46.964000
u0006419,2019-06-14 04:36:57.336000
u0006420,2019-06-14 11:13:19.777000
u0006421,2019-06-14 15:33:35.824000
u0006422,2019-06-14 18:24:10.450000
u0006423,2019-06-14 20:20:02.313000
u0006424,2019-06-15 00:00:32.101000
u0006425,2019-06-15 03:23:56.811000
u0006426,2019-06-15 10:59:54.565000
u0006427,2019-06-15 12:43:24.088000
u0006428,2019-06-15 15:58:14.979000
u0006429,2019-06-15 17:59:52.029000
u0006430,2019-06-15 20:02:26.938000
u0006431,2019-06-15 22:27:44.629000
u0006432,2019-06-16 23:59:00.518000
u0006433,2019-06-16 01:25:55.909000
u0006434,2019-06-16 05:02:52.840000
u0006435,2019-06-16 16:17:56.194000
u0006436,2019-06-16 17:36:11.232000
u0006437,2019-06-16 18:25:03.328000
u0006438,2019-06-16 19:30:46.834000
u0006439,2019-06-16 22:29:10.057000
u0006440,2019-06-17 06:20:27.442000
u0006441,2019-06-17 08:43:40.521000
u0006442,2019-06-17 16:16:08.424000
u0006443,2019-06-18 01:22:30.578000
u0006444,2019-06-18 08:10:22.994000
u0006445,2019-06-18 15:27:48.406000
u0006446,2019-06-18 18:26:43.164000
u0006447,2019-06-18 21:46:45.164000
u0006448,2019-06-19 00:11:59.857000
u0006449,2019-06-19 04:48:27.728000
u0006450,2019-06-19 06:51:21.699000
u0006451,2019-06-19 15:30:10.229000
u0006452,2019-06-19 20:52:48.664000
u0006453,2019-06-19 22:45:32.515000
u0006454,2019-06-20 00:04:33.075000
u0006455,2019-06-20 03:46:17.430000
u0006456,2019-06-20 12:08:00.688000
u0006457,2019-06-20 15:19:20.351000
u0006458,2019-06-20 16:13:13.891000
u0006459,2019-06-20 19:33:31.691000
u0006460,2019-06-20 21:20:19.283000
u0006461,2019-06-20 23:47:36.281000
u0006462,2019-06-21 02:18:41.444000
u0006463,2019-06-21 06:50:56.197000
u0006464,2019-06-21 12:21:34.406000
u0006465,2019-06-21 14:40:50.819000
u0006466,2019-06-21 16:19:05.198000
u0006467,2019-06-21 18:21:33.759000
u0006468,2019-06-21 21:42:36.236000
u0006469,2019-06-22 00:50:52.160000
u0006470,2019-06-22 08:59:17.408000
u0006471,2019-06-22 12:37:59.681000
u0006472,2019-06-22 15:12:56.800000
u0006473,2019-06-22 18:28:19.747000
u0006474,2019-06-22 20:43:25.097000
u0006475,2019-06-23 00:59:14.761000
u0006476,2019-06-23 04:49:24.950000
u0006477,2019-06-23 11:38:23.064000
u0006478,2019-06-23 12:57:53.781000
u0006479,2019-06-23 15:02:33.985000
u0006480,2019-06-23 21:41:34.940000
u0006481,2019-06-24 02:46:24.182000
u0006482,2019-06-24 12:44:15.039000
u0006483,2019-06-20 00:28:34.901000
u0006484,2019-06-11 20:38:57.165000
u0006485,2019-06-06 16:31:15.339000
u0006486,2019-06-07 00:28:10.605000
u0006487,2019-06-07 08:57:31.249000
u0006488,2019-06-07 11:43:26.932000
u0006489,2019-06-07 16:55:58.187000
u0006490,2019-06-07 19:35:57.851000
u0006491,2019-06-08 15:48:55.291000
u0006492,2019-06-08 02:28:59.718000
u0006493,2019-06-08 07:29:25.003000
u0006494,2019-06-08 10:34:31.045000
u0006495,2019-06-08 13:29:57.457000
u0006496,2019-06-08 16:22:06.010000
u0006497,2019-06-08 21:39:37.482000
u0006498,2019-06-08 23:52:49.001000
u0006499,2019-06-09 07:40:28.049000
u0006500,2019-06-09 11:20:33.710000
u0006501,2019-06-09 13:01:24.987000
u0006502,2019-06-09 16:24:16.848000
u0006503,2019-06-09 20:50:04.891000
u0006504,2019-06-09 22:53:27.773000
u0006505,2019-06-10 02:33:22.600000
u0006506,2019-06-10 04:17:03.992000
u0006507,2019-06-10 12:53:47.156000
u0006508,2019-06-10 19:40:28.698000
u0006509,2019-06-10 21:25:07.344000
u0006510,2019-06-10 23:05:35.663000
u0006511,2019-06-11 01:07:03.389000
u0006512,2019-06-11 08:38:11.244000
u0006513,2019-06-11 13:48:56.087000
u0006514,2019-06-11 16:58:19.869000
u0006515,2019-06-11 17:51:26.139000
u0006516,2019-06-11 20:57:26.846000
u0006517,2019-06-11 23:40:36.551000
u0006518,2019-06-12 03:23:19.389000
u0006519,2019-06-12 11:04:02.385000
u0006520,2019-06-24 12:37:23.113000
u0006521,2019-06-24 13:22:26.796000
u0006522,2019-06-24 14:08:35.489000
u0006523,2019-06-18 10:15:16.948000
u0006524,2019-06-06 15:02:09.328000
u0006525,2019-06-06 18:37:06.969000
u0006526,2019-06-07 01:12:42.699000
u0006527,2019-06-07 05:22:44.869000
u0006528,2019-06-07 13:23:08.209000
u0006529,2019-06-07 22:01:57.167000
u0006530,2019-06-07 23:35:44.020000
u0006531,2019-06-08 04:31:24.302000
u0006532,2019-06-08 10:26:46.067000
u0006533,2019-06-08 13:31:36.288000
u0006534,2019-06-08 20:06:08.061000
u0006535,2019-06-08 21:19:01.505000
u0006536,2019-06-08 23:12:11.389000
